project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Limbayong,,gas_extraction_area,Petronas Carigali (100%),Petroliam Nasional Berhad (Petronas) (100%),Malaysia,discovered,2025 (expected),,23.65,million boe/y,point,5.888,114.51,,https://www.gem.wiki/Limbayong_Gas_Field_(Malaysia),proposed_plus
Lingshui 17-2,,gas_extraction_area,CNOOC Limited (100%),CNOOC Limited (100%),China,operating,2021,,3.44,million boe/y,point,17.637,109.71,,https://www.gem.wiki/Lingshui_17-2_Oil_and_Gas_Field_(China),operating
Lofin,,gas_extraction_area,Lion Energy (12.5%);CITIC Seram (41%);PT Petro Indo Mandiri (30%);Gulf Petroleum Investment (16.5%),Lion Energy (12.5%);Citic Resources (41%);PT Petro Indo Mandiri (30%);Gulf Petroleum Investment International Limited (16.5%),Indonesia,discovered,,,,,point,-2.9068,117.65,,https://www.gem.wiki/Lofin_Gas_Field_(Indonesia),proposed_plus
Luda 4-2,,gas_extraction_area,,,China,in-development,2005,,2.04,million boe/y,point,35.928,105.01,,https://www.gem.wiki/Luda_4-2_Oil_and_Gas_Field_(China),construction_plus
Luliang,,gas_extraction_area,,,China,operating,2001,,,,point,46.688,86.488,,https://www.gem.wiki/Luliang_Oil_and_Gas_Field_(China),operating
Lunnan,,gas_extraction_area,,,China,operating,1990,,80.77,million boe/y,point,41.299,83.088,,https://www.gem.wiki/Lunnan_Gas_Field_(China),operating
Luojiazhai,,gas_extraction_area,Chevron (49%);PetroChina (51%),Chevron Corporation (49%);China National Petroleum Corporation (51%),China,operating,2015,,17.65,million boe/y,point,31.345,105.01,,https://www.gem.wiki/Luojiazhai_Gas_Field_(China),operating
Madura BD,,gas_extraction_area,Husky Oil (40%);CNOOC Limited (40%);Samudra Energy (20%),Cenovus Energy (40%);CNOOC Limited (40%);Northstar Group (20%),Indonesia,operating,2017,,9.90,million boe/y,point,-7.371,113.28,,https://www.gem.wiki/Madura_BD_Oil_and_Gas_Field_(Indonesia),operating
Maha,,gas_extraction_area,,,Indonesia,discovered,2026 (expected),,,,point,-0.94915,117.96,,https://www.gem.wiki/Maha_Gas_Field_(Indonesia),proposed_plus
Mahar,,gas_extraction_area,Posco International (51%);Myanmar Oil and Gas Enterprise (15%);ONGC (25.5%);Korean Gas Corporation (KOGAS) (8.5%),POSCO Group (51%);Myanmar Oil and Gas Enterprise (15%);Oil and Natural Gas Corporation (ONGC) (25.5%);Korean Gas Corporation (KOGAS) (8.5%),Myanmar,discovered,2027,,,,point,19.39,92.63,,https://www.gem.wiki/Mahar_Gas_Field_(Myanmar),proposed_plus
Mahe,,gas_extraction_area,,,China,operating,2007,,3.09,million boe/y,point,46.688,86.488,,https://www.gem.wiki/Mahe_Gas_Field_(China),operating
Mako,,gas_extraction_area,Conrad Petroleum (76.5%);Coro Energy (15%);Empyrean Energy plc (8.5%),Conrad Petroleum (76.5%);Coro Energy (15%);Empyrean Energy PLC (8.5%),Indonesia,discovered,,,,,point,-2.9068,117.65,,https://www.gem.wiki/Mako_Gas_Field_(Indonesia),proposed_plus
Makori Deep,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,,,1.07,million boe/y,point,33.291,71.2,,https://www.gem.wiki/Makori_Deep_Oil_and_Gas_Field_(Pakistan),operating
Makori East,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,2012,,9.89,million boe/y,point,33.266,71.309,,https://www.gem.wiki/Makori_East_Oil_and_Gas_Field_(Pakistan),operating
Maleh Kuh,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,,,1.09,million boe/y,point,33.205,47.629,,https://www.gem.wiki/Maleh_Kuh_Oil_and_Gas_Field_(Iran),operating
Mamikhel,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,2013,,9.89,million boe/y,point,33.386,71.193,,https://www.gem.wiki/Mamikhel_Oil_and_Gas_Field_(Pakistan),operating
Manzalai,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,,,1.25,million boe/y,point,33.262,70.848,,https://www.gem.wiki/Manzalai_Oil_and_Gas_Field_(Pakistan),operating
Maramzai,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,2011,,9.83,million boe/y,point,33.431,71.067,,https://www.gem.wiki/Maramzai_Oil_and_Gas_Field_(Pakistan),operating
Mardankhel,,gas_extraction_area,Pakistan Petroleum Limited (27.8%);Oil and Gas Development Company Limited;Pakistan Oilfields Limited;Government Holdings (Private) Limited;MOL Pakistan Oil and Gas Company B.V.,Government of Pakistan (18.7%);PPL Employees Empowerment Trust (2%);Private Investors (7%);Oil and Gas Development Company Limited (27.8%);Attock Oil Company Limited (27.8%);Government Holdings (Private) Limited (27.8%);MOL Group (27.8%),Pakistan,operating,2016,,3.95,million boe/y,point,33.347,70.964,,https://www.gem.wiki/Mardankhel_Oil_and_Gas_Field_(Pakistan),operating
Mari,,gas_extraction_area,Mari Petroleum Company Limited (100%),Mari Petroleum Company Limited (100%),Pakistan,operating,1967,,40.56,million boe/y,point,28.73,68.483,,https://www.gem.wiki/Mari_Gas_Field_(Pakistan),operating
Mehsana,,gas_extraction_area,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),India,operating,,,16.27,million boe/y,point,18.992,80.109,,https://www.gem.wiki/Mehsana_Oil_and_Gas_Block_(India),operating
Mela,,gas_extraction_area,Pakistan Petroleum Limited (28.5%);Government Holdings (Private) Limited;Oil and Gas Development Company Limited,Government of Pakistan (19.3%);PPL Employees Empowerment Trust (2.1%);Private Investors (7.2%);Government Holdings (Private) Limited (28.5%);Oil and Gas Development Company Limited (28.5%),Pakistan,operating,,,1.17,million boe/y,point,33.222,71.612,,https://www.gem.wiki/Mela_Oil_and_Gas_Field_(Pakistan),operating
Merakes,,gas_extraction_area,Eni East Sepinggan (65%);Neptune Energy (20%);Pertamina Hulu Energy (15%),Eni S.P.A. (65%);China Investment Corporation (9.8%);The Carlyle Group (6.1%);CVC Capital Partners (4.1%);PT Pertamina (15%),Indonesia,operating,2021,,,,point,-1.545,117.72,,https://www.gem.wiki/Merakes_Gas_Field_(Indonesia),operating
Merpati-Meragi,,gas_extraction_area,,,Brunei,discovered,2025 (expected),,,,point,5.2002,113.93,,https://www.gem.wiki/Merpati-Meragi_Gas_Field_(Brunei),proposed_plus
Miano,,gas_extraction_area,Pakistan Petroleum Limited (15.2%);Eni Pakistan Limited;Oil and Gas Development Company Limited;United Energy Pakistan Limited,Government of Pakistan (10.2%);PPL Employees Empowerment Trust (1.1%);Private Investors (3.8%);Eni S.P.A. (15.2%);Oil and Gas Development Company Limited (15.2%);United Energy Group (15.2%),Pakistan,operating,,,1.83,million boe/y,point,28.73,68.483,,https://www.gem.wiki/Miano_Oil_and_Gas_Field_(Pakistan),operating
Moragot,,gas_extraction_area,"PTT Exploration and ‎‎Production Public Company Limited (PTTEP) (45%);Chevron Thailand Exploration and Production., Ltd. (35%);PTTEP SP Limited (15%);MOECO Thai Oil Development Co., Ltd. (5%)",PTT PLC (45%);Chevron (35%);PTT PLC (15%);Mitsui & Co (5%),Thailand,operating,,,2.38,million boe/y,point,8.615,101.55,,https://www.gem.wiki/Moragot_Oil_and_Gas_Field_(Thailand),operating
Mumbai High,,gas_extraction_area,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),India,operating,1976,,102.05,million boe/y,point,19.25,71.912,,https://www.gem.wiki/Mumbai_High_Oil_and_Gas_Block_(India),operating
NC3,,gas_extraction_area,Petronas Carigali (100%),Petroliam Nasional Berhad (Petronas) (100%),Malaysia,operating,2017,,18.94,million boe/y,point,4.6161,113.06,,https://www.gem.wiki/NC3_Gas_Field_(Malaysia),operating
Naimat West,,gas_extraction_area,United Energy Pakistan Limited (75%);Government Holdings (Private) Limited (25%),United Energy Group (75%);Government Holdings (Private) Limited (25%),Pakistan,operating,,,9.49,million boe/y,point,28.73,68.483,,https://www.gem.wiki/Naimat_West_Oil_and_Gas_Field_(Pakistan),operating
Nam Du,,gas_extraction_area,,,Vietnam,discovered,2023 (expected),,4.26,million boe/y,point,7.6457,103.88,,https://www.gem.wiki/Nam_Du_Gas_Field_(Vietnam),proposed_plus
Nashpa,,gas_extraction_area,Pakistan Petroleum Limited (28.5%);Government Holdings (Private) Limited;Oil and Gas Development Company Limited,Government of Pakistan (19.3%);PPL Employees Empowerment Trust (2.1%);Private Investors (7.2%);Government Holdings (Private) Limited (28.5%);Oil and Gas Development Company Limited (28.5%),Pakistan,operating,,,12.00,million boe/y,point,33.202,71.259,,https://www.gem.wiki/Nashpa_Oil_and_Gas_Field_(Pakistan),operating
Nilam,,gas_extraction_area,Pertamina;VICO Indonesia,PT Pertamina;Eni S.P.A.;BP,Indonesia,operating,1983,,2.06,million boe/y,point,-0.54,117.41,,https://www.gem.wiki/Nilam_Oil_and_Gas_Field_(Indonesia),operating
North Malay Basin (NMB) Integrated Gas Development,,gas_extraction_area,,,Malaysia,operating,2013,,10.03,million boe/y,point,4.3841,109.14,,https://www.gem.wiki/North_Malay_Basin_(NMB)_Integrated_Oil_and_Gas_Development_Project_(Malaysia),operating
North Pailin,,gas_extraction_area,"PTT Exploration and ‎‎Production Public Company Limited (PTTEP) (45%);Chevron Thailand Exploration and Production., Ltd. (35%);PTTEP SP Limited (15%);MOECO Thai Oil Development Co., Ltd. (5%)",PTT PLC (45%);Chevron (35%);PTT PLC (15%);Mitsui & Co (5%),Thailand,operating,2002,,2.14,million boe/y,point,8.615,101.55,,https://www.gem.wiki/North_Pailin_Oil_and_Gas_Field_(Thailand),operating
PC4,,gas_extraction_area,Petronas Carigali (100%),Petroliam Nasional Berhad (Petronas) (100%),Malaysia,in-development,,,,,point,4.5299,113.06,,https://www.gem.wiki/PC4_Gas_Field_(Malaysia),construction_plus
Pailin,,gas_extraction_area,"PTT Exploration and ‎‎Production Public Company Limited (PTTEP) (45%);Chevron Thailand Exploration and Production., Ltd. (35%);PTTEP SP Limited (15%);MOECO Thai Oil Development Co., Ltd. (5%)",PTT PLC (45%);Chevron (35%);PTT PLC (15%);Mitsui & Co (5%),Thailand,operating,1999,,0.65,million boe/y,point,8.615,101.55,,https://www.gem.wiki/Pailin_Oil_and_Gas_Field_(Thailand),operating
Panna-Mukta,,gas_extraction_area,BG Exploration & Production India Ltd;Reliance Industries Limited;Oil and Natural Gas Corporation,Shell plc;Reliance Industries Limited;Oil and Natural Gas Corporation (ONGC),India,operating,,,15.94,million boe/y,point,19.263,72.118,,https://www.gem.wiki/Panna-Mukta_Oil_and_Gas_Block_(India),operating
Parit Minyak,,gas_extraction_area,New Zealand Oil & Gas Ltd (22.5%);Pacific Oil & Gas (55%);Bukit Energy Inc. (22.5%),New Zealand Oil & Gas Ltd (22.5%);Pacific Oil & Gas Ltd (55%);Bukit Energy (22.5%),Indonesia,discovered,,,,,point,-2.9068,117.65,,https://www.gem.wiki/Parit_Minyak_Oil_and_Gas_Field_(Indonesia),proposed_plus
Peciko,,gas_extraction_area,Pertamina Hulu Mahakam,PT Pertamina,Indonesia,operating,1999,,,,point,-1.379,117.24,,https://www.gem.wiki/Peciko_Gas_Field_(Indonesia),operating
Pendopo and Prabumulih,,gas_extraction_area,,,Indonesia,discovered,,,,,point,-2.9068,117.65,,https://www.gem.wiki/Pendopo_and_Prabumulih_Gas_Block_(Indonesia),proposed_plus
Platong,,gas_extraction_area,Mubadala Investment Company (40%);PTT Exploration and ‎‎Production Public Company Limited (PTTEP) (60%),Mubadala Investment Company (40%);PTT PLC (60%),Thailand,operating,1985,,0.06,million boe/y,point,9.9741,101.16,,https://www.gem.wiki/Platong_Oil_and_Gas_Field_(Thailand),operating
Puguang,,gas_extraction_area,,,China,operating,,,0.19,million boe/y,point,31.345,105.01,,https://www.gem.wiki/Puguang_Gas_Field_(China),operating
Puspa,,gas_extraction_area,Pertamina,PT Pertamina,Indonesia,discovered,,,,,point,-2.9068,117.65,,https://www.gem.wiki/Puspa_Gas_Field_(Indonesia),proposed_plus
Qadirpur,,gas_extraction_area,Pakistan Petroleum Limited (7%);Premier KUFPEC Pakistan Exploration Limited;Kuwait Foreign Petroleum Exploration Company Pakistan,Government of Pakistan (4.7%);PPL Employees Empowerment Trust (0.5%);Private Investors (1.8%);Kuwait Petroleum Corporation (7%);Kuwait Petroleum Corporation (7%),Pakistan,operating,,,12.29,million boe/y,point,28.083,69.356,,https://www.gem.wiki/Qadirpur_Oil_and_Gas_Field_(Pakistan),operating
Qaleh Nar,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,,,,,point,32.708,48.367,,https://www.gem.wiki/Qaleh_Nar_Oil_and_Gas_Field_(Iran),operating
Qinghai,,gas_extraction_area,,,China,operating,,,65.18,million boe/y,point,37.651,91.218,,https://www.gem.wiki/Qinghai_Oil_and_Gas_Field_(China),operating
RJ-ON-90/1,,gas_extraction_area,Vedanta Limited (Cairn Oil & Gas) (35%);Cairn Energy Hydrocarbons Limited (35%);Oil and Natural Gas Corporation (30%),Capricorn Energy (35%);Capricorn Energy (35%);Oil and Natural Gas Corporation (ONGC) (30%),India,operating,,,4.79,million boe/y,point,18.992,80.109,,https://www.gem.wiki/RJ-ON-901_Oil_and_Gas_Block_(India),operating
RJ-ON/6,,gas_extraction_area,Focus Energy Limited (7%);Oil and Natural Gas Corporation (30%);Iservices Investment Limited (45.5%);Newbury Oil Company Limited (17.5%),Focus Energy Limited (7%);Oil and Natural Gas Corporation (ONGC) (30%);Indus Gas Limited (45.5%);Indus Gas Limited (17.5%),India,operating,,,60.19,million boe/y,point,18.992,80.109,,https://www.gem.wiki/RJ-ON6_Oil_and_Gas_Block_(India),operating
Rajahmundry,,gas_extraction_area,Oil and Natural Gas Corporation (100%),Oil and Natural Gas Corporation (ONGC) (100%),India,operating,,,8.00,million boe/y,point,18.992,80.109,,https://www.gem.wiki/Rajahmundry_Oil_and_Gas_Block_(India),operating
Rajani,,gas_extraction_area,United Energy Pakistan Limited (75%);Government Holdings (Private) Limited (25%),United Energy Group (75%);Government Holdings (Private) Limited (25%),Pakistan,operating,,,10.40,million boe/y,point,28.73,68.483,,https://www.gem.wiki/Rajani_Gas_Field_(Pakistan),operating
Rehman,,gas_extraction_area,Pakistan Petroleum Limited (30%);Polish Oil and Gas Company (70%),Government of Pakistan (20.3%);PPL Employees Empowerment Trust (2.2%);Private Investors (7.5%);Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (70%),Pakistan,operating,2011,,2.28,million boe/y,point,26.564,67.276,,https://www.gem.wiki/Rehman_Oil_and_Gas_Field_(Pakistan),operating
Rizq,,gas_extraction_area,Pakistan Petroleum Limited (30%);Polish Oil and Gas Company (70%),Government of Pakistan (20.3%);PPL Employees Empowerment Trust (2.2%);Private Investors (7.5%);Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG) (70%),Pakistan,operating,2016,,1.22,million boe/y,point,26.651,67.281,,https://www.gem.wiki/Rizq_Oil_and_Gas_Field_(Pakistan),operating
Rosmari-Marjoram,,gas_extraction_area,,,Malaysia,in-development,2026 (expected),,,,point,4.4813,111.55,,https://www.gem.wiki/Rosmari-Marjoram_Gas_Project_(Malaysia),construction_plus
Rotan,,gas_extraction_area,PTTEP Sabah Oil (56%);Pertamina (24%);Petronas Carigali (20%),PTT PLC (56%);PT Pertamina (24%);Petroliam Nasional Berhad (Petronas) (20%),Malaysia,operating,2021,,,,point,7.5389,115.88,,https://www.gem.wiki/Rotan_Gas_Field_(Malaysia),operating
Salman,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,2007,,31.02,million boe/y,point,25.551,53.123,,https://www.gem.wiki/Salman_Oil_and_Gas_Field_(Iran),operating
Sarkhan,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,,,,,point,33.307,47.82,,https://www.gem.wiki/Sarkhan_Oil_and_Gas_Field_(Iran),operating
Sarkhun,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,,,,,point,27.333,56.395,,https://www.gem.wiki/Sarkhun_Gas_Field_(Iran),operating
Sarvestan,,gas_extraction_area,National Iranian Oil Company (100%),National Iranian Oil Company (100%),Iran,operating,2012,,5.47,million boe/y,point,29.128,53.224,,https://www.gem.wiki/Sarvestan_Oil_and_Gas_Field_(Iran),operating
Sawan,,gas_extraction_area,Pakistan Petroleum Limited (26.2%);Prime International Oil & Gas Co. (23.7%);Government Holdings (Private) Limited;PPL Europe E&P Limited;United Energy Pakistan Limited,Government of Pakistan (17.7%);PPL Employees Empowerment Trust (1.9%);Private Investors (6.6%);Hub Power (11.8%);Former Eni Employees (11.8%);Government Holdings (Private) Limited (23.7%);Pakistan Petroleum Limited (23.7%);United Energy Group (23.7%),Pakistan,operating,,,2.44,million boe/y,point,28.73,68.483,,https://www.gem.wiki/Sawan_Gas_Field_(Pakistan),operating
Sebei,,gas_extraction_area,,,China,operating,1974,,29.20,million boe/y,point,37.29,94.196,,https://www.gem.wiki/Sebei_Gas_Field_(China),operating
Senoro-Toili,,gas_extraction_area,Pertamina (50%);PT. MedcoEnergi Internasional Tbk (30%);Tomori E&P Limited (20%),PT Pertamina (50%);MedcoEnergi (30%);Mitsubishi Corporation (nan%);Kogas (nan%),Indonesia,operating,,,30.05,million boe/y,point,-1.3757,122.45,,https://www.gem.wiki/Senoro-Toili_Oil_and_Gas_Field_(Indonesia),operating
Sepat,,gas_extraction_area,Petronas Carigali (100%),Petroliam Nasional Berhad (Petronas) (100%),Malaysia,operating,2012,,,,point,4.3841,109.14,,https://www.gem.wiki/Sepat_Gas_Field_(Malaysia),operating
Shahbazpur,,gas_extraction_area,Bangladesh Petroleum Exploration (BAPEX),Bangladesh Petroleum Exploration (BAPEX),Bangladesh,operating,2009,,3.68,million boe/y,point,22.722,90.441,,https://www.gem.wiki/Shahbazpur_Oil_and_Gas_Field_(Bangladesh),operating
Shahdadpur,,gas_extraction_area,Pakistan Petroleum Limited (65%);Government Holdings (Private) Limited (25%);Asia Resources Oil Limited (10%),Government of Pakistan (43.9%);PPL Employees Empowerment Trust (4.8%);Private Investors (16.3%);Government Holdings (Private) Limited (25%);United Energy Group (10%),Pakistan,operating,2016,,5.50,million boe/y,point,25.937,68.588,,https://www.gem.wiki/Shahdadpur_Oil_and_Gas_Field_(Pakistan),operating
